"se","sc","scal","profit","deals"
0.8,0.7,1.45,"4870.19",53
0.8,0.7,1.5,"4870.19",53
0.8,0.7,1.55,"4870.19",53
0.8,0.7,1.6,"4870.19",53
0.8,0.7,1.65,"4870.19",53
0.8,0.7,1.7,"4870.19",53
0.8,0.7,1.75,"4870.19",53
0.8,0.7,1.8,"4870.19",53
0.8,0.7,1.85,"4870.19",53
0.8,0.7,1.9,"4870.19",53
0.8,0.7,1.95,"4870.19",53
0.8,0.7,2,"4870.19",53
0.8,0.75,1.1,"4870.19",53
0.8,0.75,1.15,"4870.19",53
0.8,0.75,1.2,"4870.19",53
0.8,0.75,1.25,"4870.19",53
0.8,0.75,1.3,"4870.19",53
0.8,0.75,1.35,"4870.19",53
0.8,0.75,1.4,"4870.19",53
0.8,0.75,1.45,"4870.19",53
0.8,0.75,1.5,"4870.19",53
0.8,0.75,1.55,"4870.19",53
0.8,0.75,1.6,"4870.19",53
0.8,0.75,1.65,"4870.19",53
0.8,0.75,1.7,"4870.19",53
0.8,0.75,1.75,"4870.19",53
0.8,0.75,1.8,"4870.19",53
0.8,0.75,1.85,"4870.19",53
0.8,0.75,1.9,"4870.19",53
0.8,0.75,1.95,"4870.19",53
0.8,0.75,2,"4870.19",53
0.8,0.8,1.1,"4870.19",53
0.8,0.8,1.15,"4870.19",53
0.8,0.8,1.2,"4870.19",53
0.8,0.8,1.25,"4870.19",53
0.8,0.8,1.3,"4870.19",53
0.8,0.8,1.35,"4870.19",53
0.8,0.8,1.4,"4870.19",53
0.8,0.8,1.45,"4870.19",53
0.8,0.8,1.5,"4870.19",53
0.8,0.8,1.55,"4870.19",53
0.8,0.8,1.6,"4870.19",53
0.8,0.8,1.65,"4870.19",53
0.8,0.8,1.7,"4870.19",53
0.8,0.8,1.75,"4870.19",53
0.8,0.8,1.8,"4870.19",53
0.8,0.8,1.85,"4870.19",53
0.8,0.8,1.9,"4870.19",53
0.8,0.8,1.95,"4870.19",53
0.8,0.8,2,"4870.19",53
