"lb","ln","profit","deals"
4.4,5.3,"-185.89",12
4.4,5.5,"-185.89",12
4.4,5.7,"-185.05",11
4.4,5.9,"-185.05",11
4.4,6.1,"-185.05",11
4.4,6.3,"-183.56",10
4.4,6.5,"-183.56",10
4.4,6.7,"-182.55",9
4.4,6.9,"-180.81",8
4.4,7.1,"-178.37",7
4.4,7.3,"-178.19",7
4.4,7.5,"-176.61",6
4.4,7.7,"-174.70",5
4.4,7.9,"-174.70",5
4.4,8.1,"-174.70",5
4.4,8.3,"-174.70",5
4.4,8.5,"-173.67",4
4.4,8.7,"-172.59",3
4.4,8.9,"-172.59",3
4.4,9.1,"-169.62",2
4.4,9.3,"-169.62",2
4.6,5.1,"-187.24",13
4.6,5.3,"-185.89",12
4.6,5.5,"-185.89",12
4.6,5.7,"-185.05",11
4.6,5.9,"-185.05",11
4.6,6.1,"-185.05",11
4.6,6.3,"-183.56",10
4.6,6.5,"-183.56",10
4.6,6.7,"-182.55",9
4.6,6.9,"-180.81",8
4.6,7.1,"-178.37",7
4.6,7.3,"-178.19",7
4.6,7.5,"-176.61",6
4.6,7.7,"-174.70",5
4.6,7.9,"-174.70",5
4.6,8.1,"-174.70",5
4.6,8.3,"-174.70",5
4.6,8.5,"-173.67",4
4.6,8.7,"-172.59",3
4.6,8.9,"-172.59",3
4.6,9.1,"-169.62",2
4.6,9.3,"-169.62",2
4.6,9.5,"-169.62",2
4.8,5.3,"-185.89",12
4.8,5.5,"-185.89",12
4.8,5.7,"-185.05",11
4.8,5.9,"-185.05",11
4.8,6.1,"-185.05",11
4.8,6.3,"-183.56",10
4.8,6.5,"-183.56",10
4.8,6.7,"-182.55",9
4.8,6.9,"-180.81",8
4.8,7.1,"-178.37",7
4.8,7.3,"-178.19",7
4.8,7.5,"-176.61",6
4.8,7.7,"-174.70",5
4.8,7.9,"-174.70",5
4.8,8.1,"-174.70",5
4.8,8.3,"-174.70",5
4.8,8.5,"-173.67",4
4.8,8.7,"-172.59",3
4.8,8.9,"-172.59",3
4.8,9.1,"-169.62",2
4.8,9.3,"-169.62",2
4.8,9.5,"-169.62",2
4.8,9.7,"-169.62",2
5,5.5,"-185.89",12
5,5.7,"-185.05",11
5,5.9,"-185.05",11
5,6.1,"-185.05",11
5,6.3,"-183.56",10
5,6.5,"-183.56",10
5,6.7,"-182.55",9
5,6.9,"-180.81",8
5,7.1,"-178.37",7
5,7.3,"-178.19",7
5,7.5,"-176.61",6
5,7.7,"-174.70",5
5,7.9,"-174.70",5
5,8.1,"-174.70",5
5,8.3,"-174.70",5
5,8.5,"-173.67",4
5,8.7,"-172.59",3
5,8.9,"-172.59",3
5,9.1,"-169.62",2
5,9.3,"-169.62",2
5,9.5,"-169.62",2
5,9.7,"-169.62",2
5,9.9,"-1.57",1
