"hb","hn","profit","deals"
2.6,-1.4,"48.41",23
2.6,-1.2,"49.73",23
2.6,-0.999999999999999,"49.18",23
2.6,-0.799999999999999,"48.97",23
2.6,-0.599999999999999,"48.95",23
2.6,-0.399999999999999,"49.91",24
2.6,-0.199999999999999,"49.03",26
2.6,8.88178419700125e-16,"46.28",27
2.6,0.200000000000001,"40.95",27
2.6,0.400000000000001,"32.87",28
2.6,0.600000000000001,"31.93",28
2.6,0.800000000000001,"31.93",28
2.6,1,"31.93",28
2.6,1.2,"31.93",28
2.6,1.4,"31.93",28
2.6,1.6,"31.93",28
2.6,1.8,"31.93",28
2.6,2,"31.93",28
2.8,-2.2,"49.77",18
2.8,-2,"49.62",18
2.8,-1.8,"52.54",19
2.8,-1.6,"47.09",20
2.8,-1.4,"46.76",20
2.8,-1.2,"46.76",20
2.8,-0.999999999999999,"46.22",20
2.8,-0.799999999999999,"46.22",20
2.8,-0.599999999999999,"46.22",20
2.8,-0.399999999999999,"47.40",21
2.8,-0.199999999999999,"46.66",23
2.8,8.88178419700125e-16,"44.00",24
2.8,0.200000000000001,"39.36",24
2.8,0.400000000000001,"31.47",25
2.8,0.600000000000001,"30.58",25
2.8,0.800000000000001,"30.58",25
2.8,1,"30.58",25
2.8,1.2,"30.58",25
2.8,1.4,"30.58",25
2.8,1.6,"30.58",25
2.8,1.8,"30.58",25
2.8,2,"30.58",25
2.8,2.2,"30.58",25
3,-2,"49.62",18
3,-1.8,"52.54",19
3,-1.6,"47.09",20
3,-1.4,"46.76",20
3,-1.2,"46.76",20
3,-1,"46.22",20
3,-0.8,"46.22",20
3,-0.6,"46.22",20
3,-0.4,"47.40",21
3,-0.2,"44.77",22
3,0,"42.14",23
3,0.2,"38.78",23
3,0.4,"30.93",24
3,0.6,"30.04",24
3,0.8,"30.04",24
3,1,"30.04",24
3,1.2,"30.04",24
3,1.4,"30.04",24
3,1.6,"30.04",24
3,1.8,"30.04",24
3,2,"30.04",24
3,2.2,"30.04",24
3,2.4,"30.04",24
3.2,-1.8,"52.54",19
3.2,-1.6,"47.09",20
3.2,-1.4,"46.76",20
3.2,-1.2,"46.76",20
3.2,-0.999999999999999,"46.22",20
3.2,-0.799999999999999,"46.22",20
3.2,-0.599999999999999,"46.22",20
3.2,-0.399999999999999,"47.40",21
3.2,-0.199999999999999,"44.77",22
3.2,1.11022302462516e-15,"42.14",23
3.2,0.200000000000001,"38.78",23
3.2,0.400000000000001,"30.93",24
3.2,0.600000000000001,"30.04",24
3.2,0.800000000000001,"30.04",24
3.2,1,"30.04",24
3.2,1.2,"30.04",24
3.2,1.4,"30.04",24
3.2,1.6,"30.04",24
3.2,1.8,"30.04",24
3.2,2,"30.04",24
3.2,2.2,"30.04",24
3.2,2.4,"30.04",24
3.2,2.6,"30.04",24
3.4,-1.6,"45.70",19
3.4,-1.4,"45.37",19
3.4,-1.2,"45.37",19
3.4,-1,"44.84",19
3.4,-0.8,"44.84",19
3.4,-0.6,"44.84",19
3.4,-0.399999999999999,"46.01",20
3.4,-0.2,"43.40",21
3.4,4.44089209850063e-16,"40.80",22
3.4,0.2,"37.47",22
3.4,0.4,"29.69",23
3.4,0.600000000000001,"29.54",23
3.4,0.800000000000001,"29.54",23
3.4,1,"29.54",23
3.4,1.2,"29.54",23
3.4,1.4,"29.54",23
3.4,1.6,"29.54",23
3.4,1.8,"29.54",23
3.4,2,"29.54",23
3.4,2.2,"29.54",23
3.4,2.4,"29.54",23
3.4,2.6,"29.54",23
3.4,2.8,"29.54",23
3.6,-1.4,"43.32",18
3.6,-1.2,"43.32",18
3.6,-1,"42.79",18
3.6,-0.8,"42.79",18
3.6,-0.6,"42.79",18
3.6,-0.4,"43.94",19
3.6,-0.2,"41.37",20
3.6,-2.22044604925031e-16,"40.04",21
3.6,0.2,"36.73",21
3.6,0.4,"29.00",22
3.6,0.6,"28.85",22
3.6,0.8,"28.85",22
3.6,1,"28.85",22
3.6,1.2,"28.85",22
3.6,1.4,"28.85",22
3.6,1.6,"28.85",22
3.6,1.8,"28.85",22
3.6,2,"28.85",22
3.6,2.2,"28.85",22
3.6,2.4,"28.85",22
3.6,2.6,"28.85",22
3.6,2.8,"28.85",22
3.6,3,"28.85",22
3.8,-1.2,"41.26",17
3.8,-0.999999999999999,"40.74",17
3.8,-0.799999999999999,"40.74",17
3.8,-0.599999999999999,"40.74",17
3.8,-0.399999999999999,"41.88",18
3.8,-0.199999999999999,"40.47",19
3.8,8.88178419700125e-16,"39.21",20
3.8,0.200000000000001,"35.95",20
3.8,0.400000000000001,"28.26",21
3.8,0.600000000000001,"28.11",21
3.8,0.800000000000001,"28.11",21
3.8,1,"28.11",21
3.8,1.2,"28.11",21
3.8,1.4,"28.11",21
3.8,1.6,"28.11",21
3.8,1.8,"28.11",21
3.8,2,"28.11",21
3.8,2.2,"28.11",21
3.8,2.4,"28.11",21
3.8,2.6,"28.11",21
3.8,2.8,"28.11",21
3.8,3,"28.11",21
3.8,3.2,"28.11",21
4,-1,"38.82",16
4,-0.8,"38.82",16
4,-0.6,"38.82",16
4,-0.4,"39.94",17
4,-0.2,"37.56",17
4,0,"36.33",18
4,0.2,"34.24",18
4,0.4,"26.67",19
4,0.6,"26.53",19
4,0.8,"26.53",19
4,1,"26.53",19
4,1.2,"26.53",19
4,1.4,"26.53",19
4,1.6,"26.53",19
4,1.8,"26.53",19
4,2,"26.53",19
4,2.2,"26.53",19
4,2.4,"26.53",19
4,2.6,"26.53",19
4,2.8,"26.53",19
4,3,"26.53",19
4,3.2,"26.53",19
4,3.4,"26.53",19
4.2,-0.799999999999999,"34.97",14
4.2,-0.599999999999999,"34.97",14
4.2,-0.399999999999999,"36.05",15
4.2,-0.199999999999999,"34.68",15
4.2,1.11022302462516e-15,"34.44",16
4.2,0.200000000000001,"32.49",16
4.2,0.400000000000001,"25.03",17
4.2,0.600000000000001,"24.99",17
4.2,0.800000000000001,"24.99",17
4.2,1,"24.99",17
4.2,1.2,"24.99",17
4.2,1.4,"24.99",17
4.2,1.6,"24.99",17
4.2,1.8,"24.99",17
4.2,2,"24.99",17
4.2,2.2,"24.99",17
4.2,2.4,"24.99",17
4.2,2.6,"24.99",17
4.2,2.8,"24.99",17
4.2,3,"24.99",17
4.2,3.2,"24.99",17
4.2,3.4,"24.99",17
4.2,3.6,"24.99",17
4.4,-0.6,"33.58",13
4.4,-0.4,"32.94",13
4.4,-0.2,"31.59",13
4.4,4.44089209850063e-16,"31.79",14
4.4,0.2,"30.71",14
4.4,0.4,"23.39",15
4.4,0.600000000000001,"23.36",15
4.4,0.8,"23.36",15
4.4,1,"23.36",15
4.4,1.2,"23.36",15
4.4,1.4,"23.36",15
4.4,1.6,"23.36",15
4.4,1.8,"23.36",15
4.4,2,"23.36",15
4.4,2.2,"23.36",15
4.4,2.4,"23.36",15
4.4,2.6,"23.36",15
4.4,2.8,"23.36",15
4.4,3,"23.36",15
4.4,3.2,"23.36",15
4.4,3.4,"23.36",15
4.4,3.6,"23.36",15
4.4,3.8,"23.36",15
4.6,-0.399999999999999,"26.80",13
4.6,-0.199999999999999,"25.51",13
4.6,1.4432899320127e-15,"25.70",14
4.6,0.200000000000002,"24.67",14
4.6,0.400000000000001,"22.55",14
4.6,0.600000000000001,"22.55",14
4.6,0.800000000000002,"22.55",14
4.6,1,"22.55",14
4.6,1.2,"22.55",14
4.6,1.4,"22.55",14
4.6,1.6,"22.55",14
4.6,1.8,"22.55",14
4.6,2,"22.55",14
4.6,2.2,"22.55",14
4.6,2.4,"22.55",14
4.6,2.6,"22.55",14
4.6,2.8,"22.55",14
4.6,3,"22.55",14
4.6,3.2,"22.55",14
4.6,3.4,"22.55",14
4.6,3.6,"22.55",14
4.6,3.8,"22.55",14
4.6,4,"22.55",14
4.8,-0.199999999999999,"25.51",13
4.8,7.21644966006352e-16,"24.68",13
4.8,0.200000000000001,"23.70",13
4.8,0.400000000000001,"21.59",13
4.8,0.600000000000001,"21.59",13
4.8,0.800000000000001,"21.59",13
4.8,1,"21.59",13
4.8,1.2,"21.59",13
4.8,1.4,"21.59",13
4.8,1.6,"21.59",13
4.8,1.8,"21.59",13
4.8,2,"21.59",13
4.8,2.2,"21.59",13
4.8,2.4,"21.59",13
4.8,2.6,"21.59",13
4.8,2.8,"21.59",13
4.8,3,"21.59",13
4.8,3.2,"21.59",13
4.8,3.4,"21.59",13
4.8,3.6,"21.59",13
4.8,3.8,"21.59",13
4.8,4,"21.59",13
4.8,4.2,"21.59",13
5,0,"23.64",12
5,0.2,"22.75",12
5,0.4,"20.66",12
5,0.6,"20.66",12
5,0.8,"20.66",12
5,1,"20.66",12
5,1.2,"20.66",12
5,1.4,"20.66",12
5,1.6,"20.66",12
5,1.8,"20.66",12
5,2,"20.66",12
5,2.2,"20.66",12
5,2.4,"20.66",12
5,2.6,"20.66",12
5,2.8,"20.66",12
5,3,"20.66",12
5,3.2,"20.66",12
5,3.4,"20.66",12
5,3.6,"20.66",12
5,3.8,"20.66",12
5,4,"20.66",12
5,4.2,"20.66",12
5,4.4,"20.66",12
