"cond_open","cond_close","trail_range","profit","deals"
-1.7,1.3,0.9,"195.77",43
-1.7,1.3,1,"176.63",41
-1.7,1.4,0.1,"495.02",60
-1.7,1.4,0.2,"411.00",55
-1.7,1.4,0.3,"348.81",51
-1.7,1.4,0.4,"232.66",49
-1.7,1.4,0.5,"208.20",45
-1.7,1.4,0.6,"209.14",46
-1.7,1.4,0.7,"206.53",46
-1.7,1.4,0.8,"199.96",44
-1.7,1.4,0.9,"196.78",43
-1.7,1.4,1,"177.78",41
-1.7,1.5,0.1,"503.13",60
-1.7,1.5,0.2,"413.81",55
-1.7,1.5,0.3,"351.12",51
-1.7,1.5,0.4,"233.89",49
-1.7,1.5,0.5,"211.33",45
-1.7,1.5,0.6,"212.46",46
-1.7,1.5,0.7,"210.78",45
-1.7,1.5,0.8,"203.38",44
-1.7,1.5,0.9,"203.62",43
-1.7,1.5,1,"169.53",42
-1.7,1.6,0.1,"509.03",60
-1.7,1.6,0.2,"417.45",54
-1.7,1.6,0.3,"352.78",51
-1.7,1.6,0.4,"236.92",49
-1.7,1.6,0.5,"213.17",45
-1.7,1.6,0.6,"212.40",45
-1.7,1.6,0.7,"210.94",45
-1.7,1.6,0.8,"207.47",44
-1.7,1.6,0.9,"186.89",44
-1.7,1.6,1,"169.53",42
-1.7,1.7,0.1,"546.38",62
-1.7,1.7,0.2,"446.02",56
-1.7,1.7,0.3,"423.33",54
-1.7,1.7,0.4,"289.93",52
-1.7,1.7,0.5,"188.29",44
-1.7,1.7,0.6,"220.64",46
-1.7,1.7,0.7,"228.08",45
-1.7,1.7,0.8,"196.27",45
-1.7,1.7,0.9,"191.75",44
-1.7,1.7,1,"174.81",42
-1.7,1.8,0.1,"484.45",57
-1.7,1.8,0.2,"413.65",54
-1.7,1.8,0.3,"390.95",52
-1.7,1.8,0.4,"266.43",50
-1.7,1.8,0.5,"173.48",43
-1.7,1.8,0.6,"220.96",46
-1.7,1.8,0.7,"196.57",45
-1.7,1.8,0.8,"190.53",43
-1.7,1.8,0.9,"179.46",41
-1.7,1.8,1,"168.51",40
-1.7,1.9,0.1,"486.19",55
-1.7,1.9,0.2,"421.47",52
-1.7,1.9,0.3,"291.55",45
-1.7,1.9,0.4,"199.59",44
-1.7,1.9,0.5,"190.40",42
-1.7,1.9,0.6,"171.91",43
-1.7,1.9,0.7,"168.63",42
-1.7,1.9,0.8,"156.67",39
-1.7,1.9,0.9,"150.84",38
-1.7,1.9,1,"151.17",38
-1.7,2,0.1,"492.56",55
-1.7,2,0.2,"427.76",52
-1.7,2,0.3,"298.82",45
-1.7,2,0.4,"218.29",45
-1.7,2,0.5,"178.54",43
-1.7,2,0.6,"162.33",41
-1.7,2,0.7,"160.25",40
-1.7,2,0.8,"153.81",38
-1.7,2,0.9,"146.58",37
-1.7,2,1,"155.57",37
-1.6,0.1,0.1,"641.41",71
-1.6,0.1,0.2,"575.25",67
-1.6,0.1,0.3,"522.29",61
-1.6,0.1,0.4,"369.42",59
-1.6,0.1,0.5,"298.68",54
-1.6,0.1,0.6,"304.36",51
-1.6,0.1,0.7,"306.44",51
-1.6,0.1,0.8,"302.27",50
-1.6,0.1,0.9,"197.00",49
-1.6,0.1,1,"177.08",44
-1.6,0.2,0.1,"645.27",69
-1.6,0.2,0.2,"581.66",65
-1.6,0.2,0.3,"527.92",61
-1.6,0.2,0.4,"376.41",59
-1.6,0.2,0.5,"304.62",54
-1.6,0.2,0.6,"307.95",51
-1.6,0.2,0.7,"307.30",51
-1.6,0.2,0.8,"305.31",50
-1.6,0.2,0.9,"199.58",47
-1.6,0.2,1,"177.66",44
-1.6,0.3,0.1,"662.32",69
-1.6,0.3,0.2,"593.49",65
-1.6,0.3,0.3,"532.17",61
-1.6,0.3,0.4,"378.34",59
-1.6,0.3,0.5,"309.40",54
-1.6,0.3,0.6,"310.09",51
-1.6,0.3,0.7,"312.05",51
-1.6,0.3,0.8,"309.84",48
-1.6,0.3,0.9,"203.07",47
-1.6,0.3,1,"181.10",44
-1.6,0.4,0.1,"667.20",69
-1.6,0.4,0.2,"595.22",65
-1.6,0.4,0.3,"540.61",61
-1.6,0.4,0.4,"385.63",59
-1.6,0.4,0.5,"310.65",54
-1.6,0.4,0.6,"313.20",51
-1.6,0.4,0.7,"315.37",49
-1.6,0.4,0.8,"311.67",48
-1.6,0.4,0.9,"203.59",47
-1.6,0.4,1,"183.03",44
-1.6,0.5,0.1,"672.09",69
-1.6,0.5,0.2,"600.88",65
-1.6,0.5,0.3,"549.88",61
-1.6,0.5,0.4,"387.38",59
-1.6,0.5,0.5,"313.59",54
-1.6,0.5,0.6,"210.93",49
-1.6,0.5,0.7,"214.01",49
-1.6,0.5,0.8,"213.19",48
-1.6,0.5,0.9,"205.40",47
-1.6,0.5,1,"183.77",44
-1.6,0.6,0.1,"655.34",67
-1.6,0.6,0.2,"590.68",65
-1.6,0.6,0.3,"534.49",61
-1.6,0.6,0.4,"375.56",59
-1.6,0.6,0.5,"300.96",52
-1.6,0.6,0.6,"203.45",49
-1.6,0.6,0.7,"207.67",49
-1.6,0.6,0.8,"205.47",48
-1.6,0.6,0.9,"196.95",47
-1.6,0.6,1,"175.36",44
-1.6,0.7,0.1,"654.77",66
-1.6,0.7,0.2,"581.80",64
-1.6,0.7,0.3,"531.70",59
-1.6,0.7,0.4,"257.90",57
-1.6,0.7,0.5,"204.42",52
-1.6,0.7,0.6,"206.94",49
-1.6,0.7,0.7,"208.90",49
-1.6,0.7,0.8,"205.47",48
-1.6,0.7,0.9,"197.23",47
-1.6,0.7,1,"178.26",44
-1.6,0.8,0.1,"668.45",66
-1.6,0.8,0.2,"583.85",62
-1.6,0.8,0.3,"550.71",59
-1.6,0.8,0.4,"262.57",57
-1.6,0.8,0.5,"209.44",52
-1.6,0.8,0.6,"212.39",49
-1.6,0.8,0.7,"212.08",49
-1.6,0.8,0.8,"208.60",48
-1.6,0.8,0.9,"201.74",47
-1.6,0.8,1,"179.51",44
-1.6,0.9,0.1,"481.87",66
-1.6,0.9,0.2,"416.77",62
-1.6,0.9,0.3,"390.00",59
-1.6,0.9,0.4,"265.57",57
-1.6,0.9,0.5,"211.64",52
-1.6,0.9,0.6,"212.65",49
-1.6,0.9,0.7,"212.32",49
-1.6,0.9,0.8,"211.95",48
-1.6,0.9,0.9,"201.92",47
-1.6,0.9,1,"181.09",44
-1.6,1,0.1,"462.41",63
-1.6,1,0.2,"406.35",61
-1.6,1,0.3,"380.87",58
-1.6,1,0.4,"261.13",56
-1.6,1,0.5,"211.48",51
-1.6,1,0.6,"220.30",49
-1.6,1,0.7,"216.64",49
-1.6,1,0.8,"213.17",48
-1.6,1,0.9,"204.14",47
-1.6,1,1,"188.56",44
-1.6,1.1,0.1,"473.14",63
-1.6,1.1,0.2,"417.25",61
-1.6,1.1,0.3,"391.10",58
-1.6,1.1,0.4,"268.41",56
-1.6,1.1,0.5,"214.08",51
-1.6,1.1,0.6,"220.74",49
-1.6,1.1,0.7,"217.16",49
-1.6,1.1,0.8,"211.50",47
-1.6,1.1,0.9,"209.67",46
-1.6,1.1,1,"163.74",44
-1.6,1.2,0.1,"478.47",63
-1.6,1.2,0.2,"420.71",61
-1.6,1.2,0.3,"397.35",58
-1.6,1.2,0.4,"270.68",56
-1.6,1.2,0.5,"223.34",51
-1.6,1.2,0.6,"227.69",49
-1.6,1.2,0.7,"223.96",49
-1.6,1.2,0.8,"214.56",47
-1.6,1.2,0.9,"183.91",46
-1.6,1.2,1,"165.26",44
-1.6,1.3,0.1,"486.81",62
-1.6,1.3,0.2,"400.66",57
-1.6,1.3,0.3,"336.64",53
-1.6,1.3,0.4,"226.69",51
-1.6,1.3,0.5,"215.27",48
-1.6,1.3,0.6,"215.78",48
-1.6,1.3,0.7,"213.07",48
-1.6,1.3,0.8,"174.70",46
-1.6,1.3,0.9,"171.77",45
-1.6,1.3,1,"154.60",43
-1.6,1.4,0.1,"507.19",62
-1.6,1.4,0.2,"421.58",57
-1.6,1.4,0.3,"357.94",53
-1.6,1.4,0.4,"240.48",51
-1.6,1.4,0.5,"216.59",47
-1.6,1.4,0.6,"217.07",48
-1.6,1.4,0.7,"185.97",48
-1.6,1.4,0.8,"176.40",46
-1.6,1.4,0.9,"181.61",45
-1.6,1.4,1,"163.51",43
-1.6,1.5,0.1,"516.54",62
-1.6,1.5,0.2,"424.76",57
-1.6,1.5,0.3,"362.04",53
-1.6,1.5,0.4,"242.49",51
-1.6,1.5,0.5,"219.55",47
-1.6,1.5,0.6,"191.73",48
-1.6,1.5,0.7,"188.23",47
-1.6,1.5,0.8,"179.48",46
-1.6,1.5,0.9,"188.09",45
-1.6,1.5,1,"178.86",43
-1.6,1.6,0.1,"525.18",62
-1.6,1.6,0.2,"431.21",56
-1.6,1.6,0.3,"364.36",53
-1.6,1.6,0.4,"246.39",51
-1.6,1.6,0.5,"192.27",47
-1.6,1.6,0.6,"190.18",47
-1.6,1.6,0.7,"192.47",47
-1.6,1.6,0.8,"187.01",46
-1.6,1.6,0.9,"197.13",45
-1.6,1.6,1,"180.98",43
-1.6,1.7,0.1,"564.06",64
-1.6,1.7,0.2,"463.31",58
-1.6,1.7,0.3,"437.05",56
-1.6,1.7,0.4,"264.02",54
-1.6,1.7,0.5,"167.51",46
-1.6,1.7,0.6,"197.83",48
-1.6,1.7,0.7,"208.36",47
-1.6,1.7,0.8,"200.96",46
-1.6,1.7,0.9,"202.86",45
-1.6,1.7,1,"185.28",43
-1.6,1.8,0.1,"500.96",59
-1.6,1.8,0.2,"428.59",56
-1.6,1.8,0.3,"357.07",54
-1.6,1.8,0.4,"240.31",52
-1.6,1.8,0.5,"154.34",45
-1.6,1.8,0.6,"202.46",48
-1.6,1.8,0.7,"201.76",46
-1.6,1.8,0.8,"196.82",44
-1.6,1.8,0.9,"190.10",42
-1.6,1.8,1,"178.74",41
-1.6,1.9,0.1,"445.87",57
-1.6,1.9,0.2,"386.68",54
-1.6,1.9,0.3,"263.62",47
-1.6,1.9,0.4,"179.02",46
-1.6,1.9,0.5,"173.62",44
-1.6,1.9,0.6,"177.08",44
-1.6,1.9,0.7,"174.17",43
-1.6,1.9,0.8,"162.23",40
-1.6,1.9,0.9,"160.39",39
-1.6,1.9,1,"160.73",39
-1.6,2,0.1,"453.26",57
-1.6,2,0.2,"392.54",54
-1.6,2,0.3,"271.86",47
-1.6,2,0.4,"192.39",46
-1.6,2,0.5,"183.98",44
-1.6,2,0.6,"167.90",42
-1.6,2,0.7,"165.62",41
-1.6,2,0.8,"159.30",39
-1.6,2,0.9,"155.97",38
-1.6,2,1,"165.31",38
-1.5,0.1,0.1,"649.29",79
-1.5,0.1,0.2,"582.00",75
-1.5,0.1,0.3,"523.23",69
-1.5,0.1,0.4,"377.24",67
-1.5,0.1,0.5,"306.41",62
-1.5,0.1,0.6,"312.87",59
-1.5,0.1,0.7,"312.33",59
-1.5,0.1,0.8,"310.71",58
-1.5,0.1,0.9,"196.36",55
-1.5,0.1,1,"183.77",50
-1.5,0.2,0.1,"653.87",77
-1.5,0.2,0.2,"595.61",73
-1.5,0.2,0.3,"535.03",69
-1.5,0.2,0.4,"384.70",67
-1.5,0.2,0.5,"312.99",62
-1.5,0.2,0.6,"316.87",59
-1.5,0.2,0.7,"313.86",59
-1.5,0.2,0.8,"314.04",58
-1.5,0.2,0.9,"204.51",53
-1.5,0.2,1,"184.67",50
-1.5,0.3,0.1,"674.76",77
-1.5,0.3,0.2,"612.00",73
-1.5,0.3,0.3,"547.68",69
-1.5,0.3,0.4,"395.66",67
-1.5,0.3,0.5,"323.10",62
-1.5,0.3,0.6,"322.90",59
-1.5,0.3,0.7,"321.97",59
-1.5,0.3,0.8,"321.39",56
-1.5,0.3,0.9,"209.04",53
-1.5,0.3,1,"190.37",50
-1.5,0.4,0.1,"695.75",77
-1.5,0.4,0.2,"622.51",73
-1.5,0.4,0.3,"561.61",69
-1.5,0.4,0.4,"405.44",67
-1.5,0.4,0.5,"324.78",62
-1.5,0.4,0.6,"326.26",59
-1.5,0.4,0.7,"326.71",57
-1.5,0.4,0.8,"323.45",56
-1.5,0.4,0.9,"211.40",53
-1.5,0.4,1,"193.06",50
-1.5,0.5,0.1,"702.38",77
-1.5,0.5,0.2,"629.95",73
-1.5,0.5,0.3,"573.69",69
-1.5,0.5,0.4,"408.80",67
-1.5,0.5,0.5,"329.90",62
-1.5,0.5,0.6,"220.43",56
-1.5,0.5,0.7,"220.75",56
-1.5,0.5,0.8,"221.51",55
-1.5,0.5,0.9,"215.42",53
-1.5,0.5,1,"193.83",50
-1.5,0.6,0.1,"684.10",74
-1.5,0.6,0.2,"614.70",72
-1.5,0.6,0.3,"555.60",68
-1.5,0.6,0.4,"394.05",66
-1.5,0.6,0.5,"315.08",59
-1.5,0.6,0.6,"210.73",55
-1.5,0.6,0.7,"215.25",55
-1.5,0.6,0.8,"214.34",54
-1.5,0.6,0.9,"205.40",52
-1.5,0.6,1,"183.65",49
-1.5,0.7,0.1,"684.80",73
-1.5,0.7,0.2,"608.14",71
-1.5,0.7,0.3,"556.81",66
-1.5,0.7,0.4,"268.60",63
-1.5,0.7,0.5,"212.13",58
-1.5,0.7,0.6,"216.45",55
-1.5,0.7,0.7,"221.10",55
-1.5,0.7,0.8,"220.56",54
-1.5,0.7,0.9,"206.36",52
-1.5,0.7,1,"187.28",49
-1.5,0.8,0.1,"700.92",73
-1.5,0.8,0.2,"615.37",69
-1.5,0.8,0.3,"579.02",66
-1.5,0.8,0.4,"273.63",63
-1.5,0.8,0.5,"222.98",58
-1.5,0.8,0.6,"227.40",55
-1.5,0.8,0.7,"232.17",55
-1.5,0.8,0.8,"216.32",53
-1.5,0.8,0.9,"211.01",52
-1.5,0.8,1,"188.56",49
-1.5,0.9,0.1,"504.18",72
-1.5,0.9,0.2,"436.44",68
-1.5,0.9,0.3,"407.09",65
-1.5,0.9,0.4,"279.37",63
-1.5,0.9,0.5,"229.89",58
-1.5,0.9,0.6,"234.31",55
-1.5,0.9,0.7,"216.19",53
-1.5,0.9,0.8,"215.67",52
-1.5,0.9,0.9,"207.22",51
-1.5,0.9,1,"185.71",48
-1.5,1,0.1,"489.29",69
-1.5,1,0.2,"431.56",67
-1.5,1,0.3,"405.28",64
-1.5,1,0.4,"281.30",62
-1.5,1,0.5,"236.28",57
-1.5,1,0.6,"244.63",55
-1.5,1,0.7,"222.57",53
-1.5,1,0.8,"218.89",52
-1.5,1,0.9,"211.41",51
-1.5,1,1,"195.15",48
-1.5,1.1,0.1,"504.80",69
-1.5,1.1,0.2,"450.18",67
-1.5,1.1,0.3,"423.95",64
-1.5,1.1,0.4,"294.80",62
-1.5,1.1,0.5,"239.09",57
-1.5,1.1,0.6,"245.11",55
-1.5,1.1,0.7,"223.09",53
-1.5,1.1,0.8,"218.06",51
-1.5,1.1,0.9,"218.04",50
-1.5,1.1,1,"170.70",48
-1.5,1.2,0.1,"510.43",69
-1.5,1.2,0.2,"453.98",67
-1.5,1.2,0.3,"430.62",64
-1.5,1.2,0.4,"297.24",62
-1.5,1.2,0.5,"249.08",57
-1.5,1.2,0.6,"252.59",55
-1.5,1.2,0.7,"230.90",53
-1.5,1.2,0.8,"221.19",51
-1.5,1.2,0.9,"191.79",50
-1.5,1.2,1,"173.16",48
-1.5,1.3,0.1,"529.67",68
-1.5,1.3,0.2,"440.32",63
-1.5,1.3,0.3,"369.15",59
-1.5,1.3,0.4,"250.43",57
-1.5,1.3,0.5,"223.30",52
-1.5,1.3,0.6,"223.00",52
-1.5,1.3,0.7,"219.77",52
-1.5,1.3,0.8,"180.58",50
-1.5,1.3,0.9,"180.84",49
-1.5,1.3,1,"162.18",47
-1.5,1.4,0.1,"528.77",66
-1.5,1.4,0.2,"440.46",61
-1.5,1.4,0.3,"372.43",57
-1.5,1.4,0.4,"251.16",55
-1.5,1.4,0.5,"224.93",51
-1.5,1.4,0.6,"224.32",52
-1.5,1.4,0.7,"192.15",52
-1.5,1.4,0.8,"184.10",50
-1.5,1.4,0.9,"194.39",49
-1.5,1.4,1,"172.59",46
-1.5,1.5,0.1,"539.68",66
-1.5,1.5,0.2,"444.04",61
-1.5,1.5,0.3,"378.42",57
-1.5,1.5,0.4,"248.44",54
-1.5,1.5,0.5,"224.24",50
-1.5,1.5,0.6,"195.06",51
-1.5,1.5,0.7,"191.67",50
-1.5,1.5,0.8,"184.07",49
-1.5,1.5,0.9,"201.27",48
-1.5,1.5,1,"190.76",46
-1.5,1.6,0.1,"551.67",66
-1.5,1.6,0.2,"454.15",60
-1.5,1.6,0.3,"382.99",57
-1.5,1.6,0.4,"252.40",54
-1.5,1.6,0.5,"196.55",50
-1.5,1.6,0.6,"194.26",50
-1.5,1.6,0.7,"196.63",50
-1.5,1.6,0.8,"195.18",49
-1.5,1.6,0.9,"210.72",48
-1.5,1.6,1,"193.23",46
-1.5,1.7,0.1,"592.80",68
-1.5,1.7,0.2,"488.45",62
-1.5,1.7,0.3,"458.60",60
-1.5,1.7,0.4,"273.88",57
-1.5,1.7,0.5,"172.12",49
-1.5,1.7,0.6,"203.47",51
-1.5,1.7,0.7,"216.16",50
-1.5,1.7,0.8,"211.77",49
-1.5,1.7,0.9,"216.71",48
-1.5,1.7,1,"198.93",46
-1.5,1.8,0.1,"528.92",63
-1.5,1.8,0.2,"453.29",60
-1.5,1.8,0.3,"376.14",58
-1.5,1.8,0.4,"251.33",55
-1.5,1.8,0.5,"159.87",48
-1.5,1.8,0.6,"211.48",51
-1.5,1.8,0.7,"211.77",49
-1.5,1.8,0.8,"207.86",47
-1.5,1.8,0.9,"204.75",45
-1.5,1.8,1,"192.27",44
-1.5,1.9,0.1,"476.06",61
-1.5,1.9,0.2,"412.69",58
-1.5,1.9,0.3,"283.07",51
-1.5,1.9,0.4,"189.28",49
-1.5,1.9,0.5,"183.39",47
-1.5,1.9,0.6,"187.59",47
-1.5,1.9,0.7,"184.04",46
-1.5,1.9,0.8,"175.31",43
-1.5,1.9,0.9,"176.17",42
-1.5,1.9,1,"176.18",42
-1.5,2,0.1,"474.48",60
-1.5,2,0.2,"411.44",57
-1.5,2,0.3,"286.55",50
-1.5,2,0.4,"206.12",49
-1.5,2,0.5,"195.59",47
-1.5,2,0.6,"178.07",45
-1.5,2,0.7,"175.68",44
-1.5,2,0.8,"172.24",42
-1.5,2,0.9,"171.48",41
-1.5,2,1,"181.02",41
-1.4,0.1,0.1,"655.29",81
-1.4,0.1,0.2,"588.75",77
-1.4,0.1,0.3,"524.78",71
-1.4,0.1,0.4,"379.36",69
-1.4,0.1,0.5,"307.25",64
-1.4,0.1,0.6,"314.38",61
-1.4,0.1,0.7,"315.29",60
-1.4,0.1,0.8,"313.81",59
-1.4,0.1,0.9,"202.39",56
-1.4,0.1,1,"189.49",51
-1.4,0.2,0.1,"661.01",78
-1.4,0.2,0.2,"598.40",74
-1.4,0.2,0.3,"535.80",70
-1.4,0.2,0.4,"386.96",68
-1.4,0.2,0.5,"313.75",63
-1.4,0.2,0.6,"317.64",60
-1.4,0.2,0.7,"316.99",60
-1.4,0.2,0.8,"321.68",59
-1.4,0.2,0.9,"210.38",54
-1.4,0.2,1,"190.10",51
-1.4,0.3,0.1,"678.86",78
-1.4,0.3,0.2,"611.95",74
-1.4,0.3,0.3,"547.64",70
-1.4,0.3,0.4,"397.34",68
-1.4,0.3,0.5,"324.65",63
-1.4,0.3,0.6,"327.16",60
-1.4,0.3,0.7,"326.22",60
-1.4,0.3,0.8,"329.17",57
-1.4,0.3,0.9,"212.32",54
-1.4,0.3,1,"193.29",51
-1.4,0.4,0.1,"696.66",78
-1.4,0.4,0.2,"622.12",74
-1.4,0.4,0.3,"561.25",70
-1.4,0.4,0.4,"405.64",68
-1.4,0.4,0.5,"325.53",63
-1.4,0.4,0.6,"327.83",60
-1.4,0.4,0.7,"328.98",58
-1.4,0.4,0.8,"329.67",57
-1.4,0.4,0.9,"214.46",54
-1.4,0.4,1,"195.78",51
-1.4,0.5,0.1,"703.28",78
-1.4,0.5,0.2,"630.90",74
-1.4,0.5,0.3,"574.57",70
-1.4,0.5,0.4,"411.23",68
-1.4,0.5,0.5,"331.04",63
-1.4,0.5,0.6,"221.61",57
-1.4,0.5,0.7,"222.45",57
-1.4,0.5,0.8,"223.85",56
-1.4,0.5,0.9,"218.26",54
-1.4,0.5,1,"196.31",51
-1.4,0.6,0.1,"684.96",74
-1.4,0.6,0.2,"615.62",72
-1.4,0.6,0.3,"556.44",68
-1.4,0.6,0.4,"394.77",66
-1.4,0.6,0.5,"316.17",59
-1.4,0.6,0.6,"212.03",55
-1.4,0.6,0.7,"215.41",55
-1.4,0.6,0.8,"217.00",54
-1.4,0.6,0.9,"208.25",52
-1.4,0.6,1,"186.13",49
-1.4,0.7,0.1,"686.84",73
-1.4,0.7,0.2,"609.74",71
-1.4,0.7,0.3,"563.54",66
-1.4,0.7,0.4,"272.56",63
-1.4,0.7,0.5,"215.84",58
-1.4,0.7,0.6,"218.66",55
-1.4,0.7,0.7,"223.86",55
-1.4,0.7,0.8,"223.26",54
-1.4,0.7,0.9,"208.93",52
-1.4,0.7,1,"186.75",49
-1.4,0.8,0.1,"703.01",73
-1.4,0.8,0.2,"622.70",69
-1.4,0.8,0.3,"585.98",66
-1.4,0.8,0.4,"277.64",63
-1.4,0.8,0.5,"225.27",58
-1.4,0.8,0.6,"229.69",55
-1.4,0.8,0.7,"234.84",55
-1.4,0.8,0.8,"218.73",53
-1.4,0.8,0.9,"210.01",52
-1.4,0.8,1,"188.03",49
-1.4,0.9,0.1,"507.66",72
-1.4,0.9,0.2,"441.83",68
-1.4,0.9,0.3,"412.20",65
-1.4,0.9,0.4,"281.96",63
-1.4,0.9,0.5,"232.23",58
-1.4,0.9,0.6,"236.64",55
-1.4,0.9,0.7,"218.48",53
-1.4,0.9,0.8,"214.65",52
-1.4,0.9,0.9,"206.23",51
-1.4,0.9,1,"185.19",48
-1.4,1,0.1,"494.45",69
-1.4,1,0.2,"438.64",67
-1.4,1,0.3,"410.97",64
-1.4,1,0.4,"284.17",62
-1.4,1,0.5,"238.90",57
-1.4,1,0.6,"243.82",55
-1.4,1,0.7,"221.81",53
-1.4,1,0.8,"218.09",52
-1.4,1,0.9,"210.45",51
-1.4,1,1,"182.73",48
-1.4,1.1,0.1,"509.74",69
-1.4,1.1,0.2,"456.37",67
-1.4,1.1,0.3,"429.85",64
-1.4,1.1,0.4,"298.10",62
-1.4,1.1,0.5,"241.77",57
-1.4,1.1,0.6,"244.58",55
-1.4,1.1,0.7,"222.60",53
-1.4,1.1,0.8,"217.31",51
-1.4,1.1,0.9,"204.07",50
-1.4,1.1,1,"159.32",48
-1.4,1.2,0.1,"513.97",69
-1.4,1.2,0.2,"459.59",67
-1.4,1.2,0.3,"435.99",64
-1.4,1.2,0.4,"300.19",62
-1.4,1.2,0.5,"243.30",57
-1.4,1.2,0.6,"246.35",55
-1.4,1.2,0.7,"225.04",53
-1.4,1.2,0.8,"205.98",51
-1.4,1.2,0.9,"177.97",50
-1.4,1.2,1,"160.74",48
-1.4,1.3,0.1,"535.49",68
-1.4,1.3,0.2,"445.30",63
-1.4,1.3,0.3,"373.48",59
-1.4,1.3,0.4,"250.84",57
-1.4,1.3,0.5,"218.35",52
-1.4,1.3,0.6,"217.52",52
-1.4,1.3,0.7,"200.76",52
-1.4,1.3,0.8,"167.30",50
-1.4,1.3,0.9,"167.54",49
-1.4,1.3,1,"150.26",47
-1.4,1.4,0.1,"518.69",66
-1.4,1.4,0.2,"431.93",61
-1.4,1.4,0.3,"364.97",57
-1.4,1.4,0.4,"245.10",55
-1.4,1.4,0.5,"210.65",51
-1.4,1.4,0.6,"209.72",52
-1.4,1.4,0.7,"179.00",52
-1.4,1.4,0.8,"170.98",50
-1.4,1.4,0.9,"180.79",49
-1.4,1.4,1,"160.50",46
-1.4,1.5,0.1,"528.74",66
-1.4,1.5,0.2,"434.11",61
-1.4,1.5,0.3,"369.69",57
-1.4,1.5,0.4,"227.27",54
-1.4,1.5,0.5,"209.07",50
-1.4,1.5,0.6,"180.93",51
-1.4,1.5,0.7,"177.80",50
-1.4,1.5,0.8,"169.43",49
-1.4,1.5,0.9,"184.87",48
-1.4,1.5,1,"174.35",46
-1.4,1.6,0.1,"552.43",66
-1.4,1.6,0.2,"454.89",60
-1.4,1.6,0.3,"361.53",57
-1.4,1.6,0.4,"235.46",54
-1.4,1.6,0.5,"182.68",50
-1.4,1.6,0.6,"180.18",50
-1.4,1.6,0.7,"182.53",50
-1.4,1.6,0.8,"180.40",49
-1.4,1.6,0.9,"194.25",48
-1.4,1.6,1,"177.10",46
-1.4,1.7,0.1,"561.90",68
-1.4,1.7,0.2,"462.30",62
-1.4,1.7,0.3,"433.78",60
-1.4,1.7,0.4,"255.90",57
-1.4,1.7,0.5,"159.40",49
-1.4,1.7,0.6,"189.86",51
-1.4,1.7,0.7,"202.29",50
-1.4,1.7,0.8,"196.75",49
-1.4,1.7,0.9,"200.57",48
-1.4,1.7,1,"183.10",46
-1.4,1.8,0.1,"500.00",63
-1.4,1.8,0.2,"427.93",60
-1.4,1.8,0.3,"354.32",58
-1.4,1.8,0.4,"234.79",55
-1.4,1.8,0.5,"148.22",48
-1.4,1.8,0.6,"197.52",51
-1.4,1.8,0.7,"197.45",49
-1.4,1.8,0.8,"193.02",47
-1.4,1.8,0.9,"189.37",45
-1.4,1.8,1,"176.93",44
-1.4,1.9,0.1,"449.57",61
-1.4,1.9,0.2,"389.19",58
-1.4,1.9,0.3,"265.52",51
-1.4,1.9,0.4,"175.65",49
-1.4,1.9,0.5,"170.38",47
-1.4,1.9,0.6,"174.20",47
-1.4,1.9,0.7,"170.99",46
-1.4,1.9,0.8,"159.25",43
-1.4,1.9,0.9,"161.58",42
-1.4,1.9,1,"160.79",42
-1.4,2,0.1,"449.09",60
-1.4,2,0.2,"388.84",57
-1.4,2,0.3,"270.28",50
-1.4,2,0.4,"191.99",49
-1.4,2,0.5,"181.82",47
-1.4,2,0.6,"165.12",45
-1.4,2,0.7,"163.02",44
-1.4,2,0.8,"156.95",42
-1.4,2,0.9,"157.73",41
-1.4,2,1,"166.07",41
-1.3,0.1,0.1,"656.03",88
-1.3,0.1,0.2,"593.59",84
-1.3,0.1,0.3,"527.48",78
-1.3,0.1,0.4,"380.64",76
-1.3,0.1,0.5,"299.15",68
-1.3,0.1,0.6,"299.64",65
-1.3,0.1,0.7,"302.56",64
-1.3,0.1,0.8,"302.10",63
-1.3,0.1,0.9,"197.39",61
-1.3,0.1,1,"176.62",54
-1.3,0.2,0.1,"669.11",85
-1.3,0.2,0.2,"606.05",81
-1.3,0.2,0.3,"539.35",77
-1.3,0.2,0.4,"380.54",73
-1.3,0.2,0.5,"302.04",67
-1.3,0.2,0.6,"304.88",64
-1.3,0.2,0.7,"304.21",64
-1.3,0.2,0.8,"309.96",63
-1.3,0.2,0.9,"197.68",57
-1.3,0.2,1,"178.72",54
-1.3,0.3,0.1,"687.11",85
-1.3,0.3,0.2,"620.65",81
-1.3,0.3,0.3,"545.13",75
-1.3,0.3,0.4,"388.71",73
-1.3,0.3,0.5,"314.65",67
-1.3,0.3,0.6,"313.48",64
-1.3,0.3,0.7,"312.53",64
-1.3,0.3,0.8,"310.44",59
-1.3,0.3,0.9,"200.75",57
-1.3,0.3,1,"181.88",54
-1.3,0.4,0.1,"694.99",82
-1.3,0.4,0.2,"617.79",78
-1.3,0.4,0.3,"548.72",74
-1.3,0.4,0.4,"399.61",72
-1.3,0.4,0.5,"315.13",66
-1.3,0.4,0.6,"323.01",64
-1.3,0.4,0.7,"320.25",60
-1.3,0.4,0.8,"321.85",59
-1.3,0.4,0.9,"206.41",56
-1.3,0.4,1,"190.14",54
-1.3,0.5,0.1,"701.99",82
